Landgrabbed	Landgrabber	Base	Sector	Hectares	Production	Projected investment	Status of deal	Summary
Philippines	A. Brown Company 	US	Agribusiness, real estate	20,000	Oil palm		In process	In July 2011, Nakeen Corporation, a wholly owned subsidiary of ABERDI, A. Brown Co's agribusiness division, announced its intention to develop a 600-ha oil-palm plantation on public lands in Misamis Oriental. ABERDI is planning to expand the plantation to 20,000 ha.
Poland	Agricultural Capital Partners	Ireland	Finance	1,116	Crops, dairy		Done	Agricultural Capital Partners was founded by five Irish entrepreneurs to acquire farms overseas and then sell them at a profit after five to seven years. The fund manages farms in Serbia, Lithuania, Australia and the USA.
Poland	Continental Farmers Group	Ireland	Agribusiness	2,500	Sugar beet, wheat		Done	Continental Farmers Group is listed on the London Stock Exchange but is controlled by two Irish companies, the agribusiness giant Origin Enterprises (24.2%) and Davy Crest Nominees (13.5%), a fund controlled by Davy Stockbrokers of Dublin. Continental began by investing in farmland in Poland and then expanding into Ukraine in 2006. In 2008-9, it raised €20 million in equity funding from investors such as BlackRock for its Ukrainian operations, which covered 21,000 ha by 2012.
Poland	Rabobank	Netherlands	Finance			US$205 million (half of fund)	Done	Rabo Farm is an investment vehicle created in 2008 by Rabobank, the world's largest bank in the agribusiness sector, specifically to acquire and manage farmland. In January 2012, Rabo Farm confirmed that it had so far launched only one fund, the Rabo Farm Europe Fund, which had raised €315 million and had acquired 15 farms in Romania and Poland.
Poland	Rolnyvik	Sweden	Agribusiness	6,705	Crops		Done	Rolnyvik is a wholly owned subsidiary of the Swedish company Kinnevik, which operates two farms in Poland. In June 2009, Kinnevik acquired 30% of the shares in the Ukrainian farming company RawAgro, from the local investment company TAS, for a purchase consideration of about US$4 million. RawAgro leases 13,000 ha in five regions of Ukraine and also owns 24.9% of Black Earth Farming, which controls 326,000 ha of farmland in Russia.
Romania	Ingleby Company	Denmark	Finance	8,632			Done	The Ingleby Company, which is owned by the Rausing family, has farmland investments in Argentina, Romania, USA, Uruguay, New Zealand and Australia. 
Romania	Agrarius AG	Germany	Agribusiness	3,700	Maize, rape, sunflowers, wheat		Done	Agrarius began acquiring farmland in Romania in 2009. Today it operates on over 3,000 ha, mainly in the Banat region, where the soils are fertile and comparatively cheap. It intends to expand its land holdings to 4,000 ha by the end of 2011 and to move into sugar-beet production. The company's shares trade on the Frankfurt Stock Exchange.
Romania	Germanagrar	Germany	Real estate	8,000	Cattle, crops		Done	Germanagrar is a German company based in Hamburg that manages over €500 million in farmland investments in Eastern Europe on behalf of its clients. The company typically identifies properties for its clients, arranges the acquisition and often manages the farms. A full list of its holdings is not available.
Romania	Assicurazioni Generali	Italy	Finance	4,650	Cereals, grapes, soybeans, sugar beet		Done	The Italian insurance company Generali, through its agriculture subsidiary Geneagricola, acquired 4,300 ha of land in western Romania in 2002 and subsequently purchased a 350-ha vineyard. The company plans to build a feed mill, start livestock production, and expand into sugar-beet production and sugar processing. It also controls 10,000 ha of farmland in Italy.
Romania	Rabobank	Netherlands	Finance			US$205 million (half of fund)	Done	Rabo Farm is an investment vehicle created in 2008 by Rabobank, the world's largest bank in the agribusiness sector, specifically to acquire and manage farmland. In January 2012, Rabo Farm confirmed that it had so far launched only one fund, the Rabo Farm Europe Fund, which had raised €315 million and had acquired 15 farms in Romania and Poland.
Romania	Prio Foods	Portugal	Agribusiness	25,244	Barley, maize, sunflower, wheat 		Done	In 2005, Prio Foods, a subsidiary of Grupo Martifer, began investing in farmland as a way to secure supplies for its food operations. It currently operates farms in Brazil, Romania and Mozambique. In Romania, where it farms nearly 25,000 ha, it focuses on cereal crops, as they provide the highest returns.
Romania	Pharos Financial Group	UAE	Finance	50,000	Cereals		In process	In October 2009, Dubai-based Pharos and London-based Miro Holdings International launched the US$350-million Pharos Miros Agricultural Fund to focus on rice farming in Africa and cereal cultivation in eastern Europe. The Fund has a minimum subscription of US$1million and is actively seeking joint ventures with Gulf family-owned conglomerates and sovereign wealth funds. In November 2009, it announced that the fund had a team in Romania seeking to identify 50,000 ha of farmland for acquisition.
Russia	Heilongjiang Province	China	Government	426,667	Crops		Done	In November 2010 it was reported that north-east China's Heilongjiang Province had leased 426,667 ha of land in Russia to grow crops. The same report stated that the town of Mudanjiang, which is located in Heilongjiang Province, had already acquired 146,667 ha. Heilongjiang Province borders Russia.
Russia	RAV Agro-Pro	Czech Republic	Finance	164,000	Barley, potatoes, sugar beet, sunflowers, wheat		Done	RAV Agro-Pro is owned by PPF Group, an investment company managed by the Czech billionaire Petr Kellner. The company has its headquarters in Voronezh, south-western Russia, and it owns farmland in Orel, Penza, Rostov and Kursk regions. The firm’s assets also include a pig farm with 3,700 pigs, and large dairy and cattle farms.
Russia	Bonduelle	France	Agribusiness	6,000	vegetables (beans, maize, sweet peas)	US$39 million 	Done	Bonduelle, the French leader in canned and frozen vegetables, has two 3,000-ha farms in Russia and is acquiring an additional 6,000-ha farm in Russia from the French cooperative Cecab by the end of 2011. This new aquisition comes in the wake of a failed plan to acquire land in Ukraine.
Russia	Sucres & Denrée	France	Agribusiness	61,000	Barley, sugar beet		Done	Through its subsidiaries LLC Dobrinya, Ouspenski and Stoudenets, Sucden produces sugar beet and barley on 61,000 ha in the Russian territories of Krasnodar, Penza and Lipetsk-Tchernoziom. Sucden, a private company owned by the Varsano family of France, is one of the largest sugar producers in the world.
Russia	EkoSem-Agrar	Gemany	Agribusiness	170,000	Cereal crops, fodder, potatoes, rape; other crops		Done	EkoSem-Agrar of Germany owns the EkoNiva group of companies, which operates 33 enterprises in 17 regions of Russia. The company was founded by Stefan Dürr, a Bavaria-based farmer, in 1994, and now controls 170,000 ha of farmland, which it plans to expand to 250,000 ha. 
Russia	"three farmers from Ingolstadt in Bavaria"	Germany	Agribusiness	4,000			Done	In January 2012, Der Spiegel reported that three German farmers were operating a 4,000-ha farm south of Moscow that they are now planning to expand.
Russia	Eckart Hohmann	Germany	Agribusiness	29,000	Cereals		Done	Eckart Hohmann, a former banker with the German state-owned bank WestLB, and a business partner from the north-eastern German region of Mecklenburg, acquired 29,000 ha of farmland around 400 km south of Moscow. 
Russia	Ivolga-Holding, LLC	Kazakhstan	Agribusiness	666,850	Crops (mostly wheat)		Done	Ivolga-Holding is a major grain producer in Kazakhstan, where it operates on more than 560,000 ha. It is also involved in storage and processing, and is one of the main exporters of agricultural commodities in Kazakhstan. Its Russian farms are situated in the far east of the country.
Russia	North Korea	North Korea	Government	200,000	Cereals, vegetables		In process	In August 2011, Ria Novosti reported that North Korea plans to rent "several hundred thousand hectares" in the Amur region, which is reported to have about 200,000 ha available under regional, municipal or private ownership.
Russia	Foras International Investment Co	Saudi Arabia	Finance	10,000	Cereals		In process	Foras has told the Government of the Russian Republic of Tatarstan that it is interested in leasing 10,000 ha for crop production. Foras acts as the investment arm of the Organization of the Islamic Conference. Its main shareholders and founders are the Islamic Development Bank and several conglomerates from the Gulf region, including Sheikh Saleh Kamel and his Dallah Al Barakah Group, the Saudi Bin Laden Group, the National Investment Company of Kuwait and Nasser Kharafi, the world's 48th-richest person and owner of the Americana Group.
Russia	Olam International	Singapore	Agribusiness	60,000	Crops, dairy	US$75 million	Done	Olam is an Indian non-resident company, based in Singapore. It is one of the world's largest commodity traders and is investing heavily in farming operations and contract farming schemes, particularly in Africa and Latin America. In January 2012, Olam announced that it was investing US$75 million to acquire 75% of Russian dairy company RUSMOLCO, which owns several large dairy farms, 6,600 cows, and 60,000 ha of cropland in Russia. Olam also announced that it would jointly invest US$400 million in Russia over the next five years with RUSMOLCO and the Russian government.
